,Postcode,Commune,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75_79,age80_84,age85_89,age90_94,age95_99,age100_and_over,Total
261,1632,København V ,9,7,6,12,6,8,8,6,8,13,11,9,3,12,4,13,8,3,2,0,0,148
262,1633,København V ,3,1,2,4,4,24,10,4,8,9,5,6,7,3,6,3,3,0,0,0,0,102
263,1634,København V ,8,1,3,4,7,28,20,7,8,6,6,11,13,12,13,12,8,4,0,0,0,171
264,1635,København V ,8,6,2,2,12,15,17,10,7,0,3,14,10,16,12,11,2,0,0,1,0,148
265,1650,København V ,124,64,57,54,118,192,211,143,122,127,112,79,48,21,13,12,9,1,3,0,0,1510
266,1651,København V ,15,8,15,16,36,65,33,22,15,28,23,18,13,11,15,7,5,0,0,0,0,345
267,1652,København V ,11,11,18,21,30,38,39,28,18,16,23,13,6,12,5,5,3,0,0,0,0,297
268,1653,København V ,17,7,8,6,26,33,29,19,22,22,21,20,11,3,1,3,1,0,0,0,0,249
269,1654,København V ,18,19,12,16,45,69,53,39,34,29,25,22,13,7,8,1,2,0,0,0,0,412
270,1655,København V ,38,19,30,28,43,64,56,35,38,46,46,40,14,7,10,16,5,4,1,1,0,541
271,1656,København V ,37,37,34,32,67,93,60,47,57,53,53,47,17,11,13,9,4,3,0,0,0,674
272,1657,København V ,30,13,23,24,47,81,66,50,39,47,35,26,14,6,9,5,2,0,0,0,0,517
273,1658,København V ,67,48,45,49,67,78,75,73,60,71,60,49,27,13,22,32,12,8,3,1,1,861
274,1659,København V ,2,0,1,6,7,8,2,4,2,3,7,2,4,0,0,0,2,1,0,0,0,51
275,1660,København V ,33,30,46,43,57,90,67,44,47,61,61,55,47,26,14,8,5,3,0,2,0,739
276,1661,København V ,19,27,22,22,28,35,46,28,33,34,40,45,15,15,10,3,2,2,0,0,0,426
277,1662,København V ,59,55,57,49,57,78,105,56,72,80,59,69,48,34,20,14,8,0,0,0,0,920
278,1663,København V ,98,70,64,56,157,241,200,137,117,133,108,56,46,33,21,17,6,1,1,0,0,1562
279,1664,København V ,2,6,5,1,13,18,13,9,6,12,2,8,3,3,7,0,0,0,0,0,0,108
280,1665,København V ,84,50,68,71,116,194,149,100,103,90,85,52,34,25,21,21,4,2,1,0,1,1271
281,1666,København V ,21,32,30,21,46,142,87,60,48,50,46,43,29,23,6,7,3,4,0,0,0,698
282,1667,København V ,8,8,16,11,10,20,12,6,13,16,16,8,5,4,2,2,0,0,0,0,0,157
283,1668,København V ,18,8,7,15,44,97,58,42,23,36,25,21,10,8,7,5,1,4,1,0,0,430
284,1669,København V ,35,31,18,33,82,132,83,58,64,59,43,35,25,18,12,10,6,0,0,0,0,744
285,1670,København V ,35,23,17,13,27,38,52,34,37,32,21,15,13,12,8,10,7,1,0,0,0,395
286,1671,København V ,42,24,32,35,44,63,54,44,44,47,37,26,20,10,10,8,5,2,0,0,0,547
287,1672,København V ,10,7,7,1,11,23,30,7,13,13,8,8,2,2,1,1,3,0,0,0,0,147
288,1673,København V ,8,8,7,3,16,24,20,15,15,10,4,3,5,3,5,0,3,0,0,0,0,149
289,1674,København V ,92,34,30,28,160,223,202,105,80,58,57,35,31,27,17,16,5,2,1,0,0,1203
290,1675,København V ,7,4,5,6,9,26,25,8,9,13,8,2,1,1,2,0,0,0,0,0,0,126
291,1676,København V ,33,18,14,8,31,63,83,40,25,29,22,9,10,4,3,2,0,0,0,0,0,394
292,1677,København V ,13,8,8,6,9,18,20,14,13,14,8,7,1,2,0,1,1,1,0,0,0,144
293,1700,København V ,51,23,18,23,40,80,74,45,53,44,38,37,24,11,16,12,4,0,0,0,0,593
294,1701,København V ,15,2,2,2,13,25,18,17,6,5,5,8,2,1,2,2,1,0,0,0,0,126
295,1702,København V ,8,6,6,15,12,17,8,9,4,13,13,16,4,2,3,2,1,0,1,0,0,140
296,1703,København V ,10,3,4,4,24,35,28,15,12,10,13,9,5,3,2,2,0,0,0,0,0,179
297,1704,København V ,9,6,1,4,18,14,24,8,9,6,11,12,3,1,2,1,1,0,0,0,0,130
298,1705,København V ,67,56,44,58,64,88,118,72,73,82,67,49,40,15,27,16,8,4,1,0,0,949
299,1706,København V ,9,5,6,8,14,18,16,14,12,9,7,12,5,2,2,0,0,0,0,0,0,139
300,1707,København V ,2,1,3,3,13,10,4,6,1,1,4,2,3,0,3,0,1,0,0,0,0,57
301,1708,København V ,7,0,2,7,32,40,41,23,11,10,8,10,9,4,3,0,0,0,0,0,0,207
302,1709,København V ,30,37,34,46,77,96,74,39,46,56,69,47,20,10,14,8,4,0,0,0,0,707
303,1710,København V ,2,1,1,4,1,1,2,2,2,2,1,5,0,0,1,0,0,0,0,0,0,25
304,1715,København V ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1717,København V ,21,8,6,4,21,45,45,30,27,12,6,6,2,3,4,8,1,0,0,0,0,249
306,1718,København V ,27,13,4,6,90,153,130,48,43,23,20,19,13,8,5,5,3,2,0,0,0,612
307,1719,København V ,32,20,18,19,54,92,98,50,49,43,31,20,15,13,7,3,2,1,0,0,0,567
308,1720,København V ,127,108,125,87,135,210,183,176,156,184,153,112,69,47,47,31,21,4,2,0,0,1977
309,1721,København V ,74,41,35,24,86,127,130,80,75,56,59,45,31,18,14,6,5,0,0,0,0,906
310,1722,København V ,29,16,17,13,64,69,70,44,34,28,38,24,9,12,2,1,0,1,0,0,0,471
311,1723,København V ,8,5,5,2,3,6,27,11,3,5,6,7,5,5,4,2,3,0,1,0,0,108
312,1724,København V ,4,3,3,2,13,14,18,5,8,6,8,7,3,7,2,3,0,1,0,0,0,107
313,1725,København V ,18,11,12,13,36,61,55,20,21,38,30,13,12,3,5,4,1,1,0,0,0,354
314,1726,København V ,30,23,23,12,45,66,65,34,34,38,25,22,8,6,5,7,3,0,1,0,0,447
315,1727,København V ,25,12,13,8,45,49,52,32,24,13,20,9,11,9,9,6,2,1,0,0,0,340
316,1728,København V ,15,24,21,19,12,22,20,17,29,26,23,25,9,2,6,2,1,1,1,0,0,275
317,1729,København V ,16,15,20,8,10,22,20,20,18,25,18,7,5,4,0,1,1,1,0,0,0,211
318,1730,København V ,22,8,7,3,5,15,31,19,13,12,13,4,4,0,3,2,1,0,0,0,0,162
319,1731,København V ,9,3,4,2,7,14,10,1,9,8,10,8,5,1,2,1,1,0,0,0,0,95
320,1732,København V ,11,5,5,4,6,12,18,11,9,9,12,3,5,3,3,1,0,0,0,0,0,117
321,1733,København V ,9,5,12,6,9,11,8,11,9,12,7,2,2,2,0,2,1,0,0,0,0,108
322,1734,København V ,11,14,5,4,7,8,15,15,7,11,9,4,3,3,1,2,0,1,0,0,0,120
323,1735,København V ,16,9,7,9,19,27,20,26,19,15,10,12,11,3,4,5,1,1,0,0,0,214
324,1736,København V ,6,13,10,8,20,21,29,18,10,17,18,9,7,1,5,1,0,0,0,0,0,193
325,1737,København V ,23,9,11,9,16,28,32,21,28,15,20,6,9,6,4,9,5,0,0,0,0,251
326,1738,København V ,17,13,10,8,14,23,15,19,22,22,16,15,10,6,0,6,4,2,1,0,0,223
327,1739,København V ,6,4,8,4,3,6,13,6,6,12,10,3,2,2,2,1,0,0,0,0,0,88
328,1748,København V ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,1749,København V ,15,9,10,9,4,14,18,13,13,22,28,33,8,11,18,4,1,0,0,0,0,230
330,1750,København V ,58,42,46,35,52,85,100,96,62,58,76,44,24,23,19,20,10,0,1,0,0,851
331,1751,København V ,27,21,19,17,37,60,46,38,34,33,34,27,12,6,4,0,0,1,0,0,0,416
332,1752,København V ,22,24,26,15,25,44,37,29,26,35,16,16,5,4,1,2,0,1,0,0,0,328
333,1753,København V ,3,7,5,4,2,11,7,5,7,13,10,0,0,2,2,0,0,0,0,0,0,78
334,1754,København V ,55,22,31,23,56,86,96,46,39,41,38,21,7,6,3,2,0,0,0,0,0,572
335,1755,København V ,8,3,9,5,9,11,11,7,12,10,9,4,3,6,1,0,0,1,0,0,0,109
336,1756,København V ,28,15,18,10,47,73,54,39,25,27,29,17,11,12,10,7,1,1,1,0,0,425
337,1757,København V ,7,8,4,11,23,26,14,10,10,14,19,8,5,3,5,9,4,0,0,0,0,180
338,1758,København V ,30,13,10,10,25,37,48,41,20,20,17,17,9,11,12,13,3,2,1,1,0,340
339,1759,København V ,1,2,3,4,1,1,2,0,2,5,2,3,0,1,0,2,0,0,0,0,0,29
340,1760,København V ,43,40,39,34,43,47,59,60,52,51,53,48,26,22,17,9,6,1,0,0,0,650
341,1761,København V ,18,24,30,28,23,17,25,17,39,35,34,26,13,22,17,10,10,3,0,0,0,391
342,1762,København V ,26,10,15,22,37,34,52,40,38,33,24,18,11,16,5,5,0,1,0,0,0,387
343,1763,København V ,54,32,24,16,28,41,65,65,47,54,31,21,12,12,15,7,4,0,2,0,0,530
344,1764,København V ,6,9,7,7,19,33,25,20,12,18,13,21,22,17,13,15,2,0,0,0,0,259
345,1765,København V ,21,5,8,4,6,15,25,17,18,9,6,9,6,4,5,3,1,1,0,0,0,163
346,1766,København V ,3,1,1,3,2,1,7,4,4,3,3,4,3,1,2,3,0,0,1,0,0,46
347,1770,København V ,19,15,16,12,7,4,9,15,20,13,9,9,7,11,6,10,3,0,0,0,0,185
348,1771,København V ,5,4,4,1,1,2,2,5,4,4,6,3,0,2,1,3,4,0,0,0,0,51
349,1772,København V ,2,0,3,7,5,5,1,1,1,6,2,4,4,2,4,4,1,2,0,0,0,54
350,1773,København V ,4,2,4,4,2,3,6,1,2,5,6,3,5,2,4,2,1,0,0,0,0,56
351,1774,København V ,11,8,5,9,4,8,7,9,9,7,8,10,5,9,10,6,4,0,0,0,0,129
352,1775,København V ,5,4,0,0,1,3,4,5,3,0,0,6,2,1,3,4,1,0,0,0,0,42
353,1777,København V ,11,10,11,8,4,2,7,3,17,8,14,4,8,5,7,3,1,2,1,0,0,126
354,1799,København V ,541,217,95,119,202,329,641,528,336,226,156,120,72,48,35,27,5,1,1,0,0,3699
355,1800,Frederiksberg C ,37,42,42,59,49,77,43,37,54,58,71,44,37,25,13,22,13,3,1,0,0,727
356,1801,Frederiksberg C ,36,16,17,16,20,7,33,31,20,33,21,30,18,25,19,20,16,11,1,0,0,390
357,1802,Frederiksberg C ,9,12,18,26,14,6,5,8,19,29,18,23,19,8,6,15,5,2,0,0,0,242
358,1803,Frederiksberg C ,2,4,7,8,1,3,2,2,8,13,7,4,9,10,9,6,2,1,0,0,0,98
359,1804,Frederiksberg C ,11,15,13,14,22,14,19,10,12,32,17,27,13,14,10,10,7,3,1,1,0,265
360,1805,Frederiksberg C ,4,2,2,1,1,0,1,3,2,1,3,1,1,2,2,1,2,0,1,0,0,30
361,1806,Frederiksberg C ,5,10,10,11,28,12,2,7,5,13,17,19,10,6,17,10,4,1,1,0,0,188
362,1807,Frederiksberg C ,15,13,14,9,6,11,6,13,13,15,20,16,10,10,11,9,4,3,0,0,0,198
363,1808,Frederiksberg C ,8,7,7,7,4,9,2,5,7,8,11,10,5,4,4,9,7,2,1,0,0,117
364,1809,Frederiksberg C ,11,11,13,33,17,11,8,10,19,14,20,15,13,4,9,7,6,1,0,0,0,222
365,1810,Frederiksberg C ,27,19,12,22,35,49,77,48,40,33,45,45,53,39,63,65,52,19,5,3,0,751
366,1811,Frederiksberg C ,3,3,1,5,2,1,5,3,2,3,6,6,2,4,5,5,0,0,0,0,0,56
367,1812,Frederiksberg C ,31,18,19,28,21,45,31,27,25,35,24,36,34,28,26,31,20,9,0,0,0,488
368,1813,Frederiksberg C ,43,29,15,33,73,60,52,46,32,38,35,36,27,26,23,22,7,4,2,0,0,603
369,1814,Frederiksberg C ,22,27,24,13,28,24,42,21,36,31,24,23,14,17,29,19,7,9,3,1,0,414
370,1815,Frederiksberg C ,19,15,9,6,13,22,18,14,11,19,17,23,13,10,9,9,6,3,0,0,0,236
371,1816,Frederiksberg C ,16,8,12,6,12,2,13,14,11,13,8,16,8,3,6,2,7,0,0,0,0,157
372,1817,Frederiksberg C ,28,25,20,16,43,43,43,29,36,35,22,29,14,18,16,28,11,3,2,0,0,461
373,1818,Frederiksberg C ,10,3,0,4,6,20,26,8,6,10,4,5,7,10,4,2,1,3,0,0,0,129
374,1819,Frederiksberg C ,12,8,4,9,18,13,21,5,16,12,13,10,4,7,8,1,0,0,0,0,0,161
375,1820,Frederiksberg C ,56,48,80,62,71,73,83,54,76,99,103,110,85,61,81,96,66,33,11,1,0,1349
376,1822,Frederiksberg C ,4,1,1,1,13,19,7,4,4,5,2,5,2,1,3,6,1,2,1,0,0,82
377,1823,Frederiksberg C ,6,4,1,2,11,13,9,3,3,4,5,3,3,5,2,2,2,0,0,0,0,78
378,1824,Frederiksberg C ,20,16,24,16,24,28,25,12,27,25,24,25,21,13,12,10,13,3,1,0,0,339
379,1825,Frederiksberg C ,10,3,7,10,6,8,5,6,6,13,13,5,7,5,9,4,1,0,0,0,0,118
380,1826,Frederiksberg C ,12,8,11,12,8,3,18,8,16,18,12,10,9,4,9,5,2,2,4,0,0,171
381,1827,Frederiksberg C ,16,17,26,28,36,26,16,17,24,36,27,25,7,17,12,13,5,0,0,0,0,348
382,1828,Frederiksberg C ,25,20,18,13,16,13,22,12,22,20,25,18,14,14,7,14,7,5,2,0,0,287
383,1829,Frederiksberg C ,20,19,20,18,16,15,21,24,15,33,24,30,13,12,13,11,6,4,0,0,0,314
384,1850,Frederiksberg C ,91,97,99,93,140,163,130,106,118,156,142,144,82,77,66,64,34,25,3,1,1,1832
385,1851,Frederiksberg C ,14,25,24,24,28,15,19,15,17,38,34,37,22,20,21,31,19,9,1,0,0,413
386,1852,Frederiksberg C ,13,19,18,18,8,12,2,15,18,25,19,20,7,3,4,3,2,1,0,0,0,207
387,1853,Frederiksberg C ,18,15,15,8,29,45,30,17,19,19,12,19,10,12,18,42,19,9,7,1,0,364
388,1854,Frederiksberg C ,19,12,11,13,7,14,22,17,18,19,13,20,21,11,21,11,7,13,3,2,0,274
389,1855,Frederiksberg C ,31,29,19,19,21,27,29,33,29,29,22,34,27,20,18,11,9,1,0,0,0,408
390,1856,Frederiksberg C ,5,9,9,6,3,6,11,2,10,13,9,7,6,11,2,7,9,1,0,0,0,126
391,1857,Frederiksberg C ,1,2,1,2,7,8,5,0,0,2,3,3,4,6,2,8,0,1,0,0,0,55
392,1860,Frederiksberg C ,14,14,16,14,7,11,19,11,18,18,17,16,10,13,13,8,4,0,3,0,0,226
393,1861,Frederiksberg C ,7,15,12,7,10,11,18,6,21,14,6,16,13,11,6,6,2,3,1,1,0,186
394,1862,Frederiksberg C ,5,13,6,12,7,8,3,5,10,15,14,7,7,11,4,12,1,0,0,0,0,140
395,1863,Frederiksberg C ,0,5,11,9,3,3,1,0,7,7,16,11,4,5,4,8,2,0,0,0,0,96
396,1864,Frederiksberg C ,43,25,35,27,38,60,49,50,37,53,32,26,23,17,27,27,8,4,3,0,0,584
397,1865,Frederiksberg C ,7,3,1,0,13,12,11,6,5,2,4,2,6,1,3,2,1,0,0,0,0,79
398,1866,Frederiksberg C ,15,12,10,11,10,7,13,15,15,21,14,12,6,0,3,16,8,1,0,0,0,189
399,1867,Frederiksberg C ,3,2,2,1,0,2,2,3,2,4,0,0,0,3,1,0,0,0,0,0,0,25
400,1868,Frederiksberg C ,14,9,14,16,14,22,23,15,22,19,21,16,9,12,9,10,8,5,2,0,0,260
401,1870,Frederiksberg C ,39,27,36,42,74,62,43,48,39,40,46,50,28,19,24,21,14,3,0,0,0,655
402,1871,Frederiksberg C ,33,37,45,52,47,32,35,31,55,48,51,46,22,19,14,16,17,5,2,0,0,607
403,1872,Frederiksberg C ,6,3,1,2,4,5,10,1,8,1,5,5,2,4,7,9,5,2,0,0,0,80
404,1873,Frederiksberg C ,4,7,4,0,1,1,0,2,8,3,1,2,2,0,2,1,0,0,0,0,0,38
405,1874,Frederiksberg C ,34,21,18,12,41,58,46,29,26,36,24,23,17,15,18,15,13,6,2,1,0,455
406,1875,Frederiksberg C ,8,14,12,13,9,12,7,9,15,12,21,18,12,11,16,22,6,6,0,0,0,223
407,1876,Frederiksberg C ,9,8,10,15,3,0,5,6,6,10,8,8,3,4,7,7,3,0,0,0,0,112
408,1877,Frederiksberg C ,4,5,5,9,2,0,1,3,7,4,7,1,5,1,2,5,0,1,0,0,0,62
409,1878,Frederiksberg C ,2,8,6,7,1,3,1,3,7,9,5,8,5,9,5,5,3,2,0,0,0,89
410,1879,Frederiksberg C ,91,78,78,64,125,178,142,103,124,107,93,87,48,51,47,52,28,13,3,0,0,1512
411,1900,Frederiksberg C ,39,37,40,37,58,60,62,51,47,57,72,91,76,87,60,72,23,9,6,0,0,984
412,1901,Frederiksberg C ,2,1,0,0,0,0,1,1,2,3,1,3,3,7,4,4,1,0,0,0,0,33
413,1902,Frederiksberg C ,44,38,47,40,67,110,94,46,49,64,61,40,30,24,20,17,8,2,1,0,0,802
414,1903,Frederiksberg C ,13,24,17,21,27,19,22,18,18,24,28,33,12,11,9,17,8,3,2,0,0,326
415,1904,Frederiksberg C ,51,48,48,51,48,71,70,41,63,65,54,46,42,34,15,16,10,8,3,0,0,784
416,1905,Frederiksberg C ,13,11,16,20,36,19,3,10,11,23,24,25,25,8,6,8,8,2,1,0,0,269
417,1906,Frederiksberg C ,3,10,9,6,6,6,6,1,10,16,9,14,7,10,11,7,5,3,0,0,0,139
418,1908,Frederiksberg C ,24,17,22,18,16,12,12,23,23,30,17,10,10,6,16,17,10,1,0,1,0,285
419,1909,Frederiksberg C ,29,24,33,30,37,37,39,51,43,55,50,62,58,67,68,62,34,17,9,0,1,806
420,1910,Frederiksberg C ,14,5,7,7,16,24,29,17,12,15,15,6,6,9,6,10,6,3,0,1,1,209
421,1911,Frederiksberg C ,22,16,28,27,21,24,27,27,24,34,34,26,23,22,12,11,1,4,1,0,0,384
422,1912,Frederiksberg C ,18,17,13,12,57,46,13,16,12,17,8,13,10,2,4,5,3,1,0,0,0,267
423,1913,Frederiksberg C ,21,17,16,18,6,8,10,19,18,20,14,15,4,8,3,12,2,3,1,0,0,215
424,1914,Frederiksberg C ,6,2,6,12,3,7,10,10,9,5,10,11,13,5,6,9,3,7,1,0,0,135
425,1915,Frederiksberg C ,9,17,23,27,28,19,17,24,16,31,24,27,19,17,8,23,14,2,2,0,0,347
426,1916,Frederiksberg C ,11,7,4,7,8,11,17,8,10,7,8,12,6,17,16,18,7,3,1,1,0,179
427,1917,Frederiksberg C ,6,5,9,6,6,4,3,6,4,6,13,14,5,9,9,12,5,3,0,1,0,126
428,1920,Frederiksberg C ,39,34,32,27,23,24,32,32,43,33,35,46,24,21,23,32,15,4,0,1,0,520
429,1921,Frederiksberg C ,6,3,7,3,2,5,4,4,4,6,8,5,0,4,2,2,5,0,0,1,0,71
430,1922,Frederiksberg C ,6,7,4,6,2,2,2,4,7,9,3,9,12,7,5,6,3,1,0,0,0,95
431,1923,Frederiksberg C ,15,13,11,12,17,24,17,8,15,13,14,19,7,3,5,8,7,2,0,0,0,210
432,1924,Frederiksberg C ,8,6,6,14,25,12,15,8,8,10,13,14,8,5,5,8,5,1,0,0,0,171
433,1925,Frederiksberg C ,0,1,2,3,3,3,1,2,0,3,3,6,3,1,5,2,1,0,0,0,0,39
434,1926,Frederiksberg C ,2,0,1,4,2,9,3,3,4,1,1,4,1,0,0,1,1,0,0,0,0,37
435,1927,Frederiksberg C ,5,3,5,3,2,7,2,1,5,1,6,6,6,1,4,5,1,0,0,0,0,63
436,1928,Frederiksberg C ,0,0,2,2,0,0,0,0,0,1,1,2,0,0,4,1,1,1,0,0,0,15
437,1950,Frederiksberg C ,29,27,14,21,49,81,51,30,28,34,23,18,16,12,7,8,5,4,1,0,0,458
438,1951,Frederiksberg C ,11,14,14,7,10,12,14,10,12,15,10,12,3,6,5,0,3,3,0,0,0,161
439,1952,Frederiksberg C ,12,11,5,0,26,45,61,59,22,12,13,15,8,5,5,5,4,1,1,0,0,310
440,1953,Frederiksberg C ,19,15,18,15,28,45,49,43,20,19,20,20,6,10,20,20,17,18,7,2,1,412
441,1954,Frederiksberg C ,79,58,51,24,84,155,118,93,78,63,35,44,44,43,44,51,44,20,5,0,1,1134
442,1955,Frederiksberg C ,32,21,20,8,22,36,30,20,21,32,12,25,12,17,12,16,7,4,3,1,0,351
443,1956,Frederiksberg C ,27,23,34,20,15,14,22,20,22,37,24,29,23,16,15,8,11,1,0,0,0,361
444,1957,Frederiksberg C ,24,22,33,22,34,21,24,19,34,34,26,25,23,9,18,14,6,4,3,1,0,396
445,1958,Frederiksberg C ,13,12,7,12,43,29,24,24,13,21,14,22,13,5,11,14,5,5,2,0,0,289
446,1959,Frederiksberg C ,6,5,6,12,4,3,7,1,8,8,7,5,1,1,2,3,4,0,0,0,0,83
447,1960,Frederiksberg C ,19,7,14,12,36,53,43,40,23,21,20,15,7,8,7,8,1,0,0,0,0,334
448,1961,Frederiksberg C ,21,12,10,13,56,73,39,32,16,23,20,11,16,10,8,10,8,6,3,0,0,387
449,1962,Frederiksberg C ,21,14,4,1,7,15,27,26,17,7,6,7,7,6,10,6,3,6,1,0,0,191
450,1963,Frederiksberg C ,4,4,3,6,22,18,16,9,9,8,11,17,5,8,5,4,2,0,0,0,0,151
451,1964,Frederiksberg C ,26,17,17,18,29,52,48,28,28,38,17,27,13,19,14,15,12,5,0,0,0,423
452,1965,Frederiksberg C ,11,5,3,8,1,4,12,7,5,4,4,1,2,1,4,2,1,0,0,0,0,75
453,1966,Frederiksberg C ,20,10,4,8,17,39,50,18,16,13,13,13,9,6,6,7,3,1,0,0,0,253
454,1967,Frederiksberg C ,15,13,11,7,16,17,14,11,18,13,20,19,17,8,8,4,4,3,0,0,0,218
455,1970,Frederiksberg C ,36,28,33,25,43,54,51,35,34,28,37,38,30,14,13,14,11,2,1,0,0,527
456,1971,Frederiksberg C ,9,10,10,6,3,12,7,8,8,17,9,12,5,9,8,4,4,1,0,0,0,142
457,1972,Frederiksberg C ,25,15,19,12,26,43,54,28,22,22,23,13,17,16,17,11,8,5,1,1,0,378
458,1973,Frederiksberg C ,19,10,5,11,47,63,47,28,15,8,18,11,5,5,8,6,2,0,0,0,0,308
459,1974,Frederiksberg C ,1,1,1,2,1,0,2,1,1,1,6,1,3,0,0,1,0,1,0,0,0,23
460,2000,Frederiksberg ,3805,2759,2989,2952,6745,8231,6438,4553,3939,4206,3980,4290,3371,2951,2940,3180,1806,1066,458,165,31,70855
461,2100,København Ø ,4809,3754,3959,4138,8626,11961,9386,6132,5101,5581,5565,5700,4225,3479,3167,2858,1549,682,273,85,19,91049
462,2150,Nordhavn ,291,184,144,136,417,346,376,308,256,199,206,228,124,75,34,27,8,3,1,0,0,3363
463,2200,København N ,4743,2933,2738,2644,8456,13383,10795,6583,4509,3986,3579,3353,2489,2000,1527,1238,648,300,158,46,5,76113
464,2300,København S ,8939,6996,6641,5777,16367,20881,16625,11749,10328,9427,7803,7272,5608,4464,3811,3213,1656,772,308,105,14,148756
465,2400,København NV ,3135,2256,1966,1839,5233,8363,7147,4538,3265,2834,2566,2604,2187,1664,1404,1171,658,310,155,47,9,53351
466,2450,København SV ,2221,1342,1127,1039,4058,6155,5223,3235,2312,2045,1818,1701,1362,1015,785,543,281,119,51,15,1,36448
467,2500,Valby ,4144,3268,3070,2831,7310,9147,7183,4971,4242,3983,3283,3180,2437,2009,1600,1384,774,434,216,62,14,65542
468,2600,Glostrup ,1556,1429,1381,1427,1442,1727,1959,1758,1632,1717,1743,1863,1421,1203,1109,1168,692,442,167,54,2,25892
469,2605,Brøndby ,1378,1227,1138,1133,1453,1779,1804,1496,1429,1379,1384,1504,1401,1202,985,997,663,428,198,48,5,23031
470,2610,Rødovre ,2616,2597,2609,2416,2322,2730,3160,2996,2984,2895,2626,2835,2592,2086,1781,1628,1109,707,281,82,4,43056
471,2620,Albertslund ,1278,1466,1616,1643,1888,1712,1605,1415,1563,1711,1601,1722,1336,1081,1159,1214,728,333,96,20,1,25188
472,2625,Vallensbæk ,387,435,464,438,285,247,351,408,454,443,433,395,312,284,305,445,247,93,17,6,2,6451
473,2630,Taastrup ,2229,2187,2278,2266,2159,2763,2923,2788,2667,2661,2489,2507,1952,1645,1590,1722,1103,495,180,46,3,38653
474,2635,Ishøj ,1344,1417,1456,1378,1558,1585,1697,1666,1601,1523,1519,1554,1265,1004,990,987,536,226,67,8,2,23383
475,2640,Hedehusene ,1124,976,958,954,1000,1254,1374,1107,1094,1097,1069,1073,864,757,647,664,324,135,58,15,1,16545
476,2650,Hvidovre ,3093,3428,3340,3183,3002,3025,3472,3618,3829,3726,3334,3532,2906,2605,2234,2064,1371,709,306,92,10,52879
477,2660,Brøndby Strand ,827,869,937,978,781,754,908,939,937,953,926,959,833,759,641,545,286,142,46,13,0,14033
478,2665,Vallensbæk Strand ,748,726,716,560,557,636,858,803,804,727,594,617,433,438,429,490,256,125,48,15,0,10580
479,2670,Greve ,2070,2247,2322,2354,1590,1631,2116,2145,2241,2516,2716,2846,2072,1753,1829,2074,1199,535,153,24,3,36436
480,2680,Solrød Strand ,1205,1238,1263,1296,744,729,1054,1190,1180,1428,1367,1387,1001,877,979,1097,600,226,82,27,2,18972
481,2690,Karlslunde ,515,587,528,620,334,280,504,589,621,686,720,757,592,512,513,649,354,171,48,10,0,9590
482,2700,Brønshøj ,2908,2934,2835,2676,3217,3625,3637,3366,3042,3064,2747,2762,2269,1898,1601,1337,728,394,237,75,18,45370
483,2720,Vanløse ,1711,1485,1709,1655,2714,4028,3170,2294,2091,2226,2000,1917,1530,1408,1145,987,524,270,110,37,6,33017
484,2730,Herlev ,1577,1839,1918,1775,1637,1602,1827,1892,1955,1999,1823,2012,1763,1572,1355,1144,807,511,205,67,8,29288
485,2740,Skovlunde ,859,766,756,703,538,702,845,848,802,889,796,912,747,627,572,598,541,346,127,22,1,12997
486,2750,Ballerup ,1695,1749,1803,1890,1946,1902,2012,1891,1831,1972,2105,2351,1825,1411,1266,1497,1098,627,148,24,8,31051
