,Postcode,Commune,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75_79,age80_84,age85_89,age90_94,age95_99,age100_and_over,Total
873,7500,Holstebro ,2673,2677,2846,3025,2850,2777,2901,2578,2653,2861,2818,3134,2699,2565,2294,2012,1234,676,256,64,5,45598
874,7540,Haderup ,94,113,133,113,95,87,101,132,107,121,125,147,140,118,120,75,41,39,8,1,1,1911
875,7550,Sørvad ,104,122,124,143,67,62,93,92,130,118,107,117,111,91,74,57,38,32,14,4,0,1700
876,7560,Hjerm ,102,92,113,120,61,65,104,86,92,125,123,126,112,125,90,72,50,23,6,1,0,1688
877,7570,Vemb ,111,118,108,148,115,109,143,108,125,166,143,184,166,173,167,140,79,51,17,3,1,2375
878,7600,Struer ,657,715,844,1142,723,690,754,715,836,1009,1132,1296,1098,1133,1143,1069,622,328,132,32,8,16078
879,7620,Lemvig ,586,584,665,783,601,560,636,586,593,789,885,1085,1015,983,910,835,586,288,118,18,3,13109
880,7650,Bøvlingbjerg ,36,50,43,51,35,50,51,56,49,51,56,75,92,82,39,41,37,27,15,1,0,937
881,7660,Bækmarksbro ,79,72,84,94,62,69,63,85,93,88,90,116,98,82,71,51,45,28,17,1,0,1388
882,7673,Harboøre ,61,67,89,104,69,43,68,80,72,109,111,159,113,140,128,135,61,24,11,2,1,1647
883,7680,Thyborøn ,53,85,91,123,84,56,87,84,82,106,133,188,183,159,130,132,70,36,12,3,1,1898
884,7700,Thisted ,1407,1342,1463,1684,1264,1312,1512,1375,1328,1537,1613,1741,1701,1640,1583,1363,816,420,185,39,1,25326
885,7730,Hanstholm ,146,145,155,155,117,120,174,178,166,154,196,209,204,210,182,171,95,37,12,4,0,2830
886,7741,Frøstrup ,51,71,53,64,44,37,66,61,67,72,78,148,121,132,84,85,41,18,12,4,0,1309
887,7742,Vesløs ,36,55,55,61,57,44,50,47,54,54,76,98,100,83,73,65,42,18,5,1,0,1074
888,7752,Snedsted ,219,219,284,254,182,215,250,240,254,265,311,389,401,334,277,216,131,81,51,15,2,4590
889,7755,Bedsted Thy ,94,105,120,164,99,107,119,85,90,142,146,214,178,158,133,115,96,37,15,3,0,2220
890,7760,Hurup Thy ,168,208,275,282,160,163,215,208,245,297,279,327,356,372,335,288,179,108,42,10,0,4517
891,7770,Vestervig ,58,42,53,81,52,56,45,55,46,73,117,122,147,133,159,117,66,27,10,2,0,1461
892,7790,Thyholm ,97,116,181,180,103,100,104,132,163,203,207,243,230,227,247,223,107,73,21,9,1,2967
893,7800,Skive ,1067,1206,1430,1645,1496,1372,1413,1344,1401,1574,1735,1860,1666,1606,1484,1418,852,441,174,55,2,25241
894,7830,Vinderup ,324,379,435,442,283,301,376,396,404,489,474,512,516,466,448,423,266,143,57,13,1,7148
895,7840,Højslev ,227,273,313,312,148,198,245,229,286,305,288,369,363,332,297,238,176,81,31,8,2,4721
896,7850,Stoholm Jyll ,200,211,284,257,148,175,215,218,267,234,231,216,228,206,197,192,124,68,32,9,0,3712
897,7860,Spøttrup ,330,308,404,399,235,272,377,338,384,461,473,564,567,518,389,359,241,143,56,18,2,6838
898,7870,Roslev ,398,436,514,537,378,385,447,464,486,596,670,795,813,761,699,594,376,220,89,20,2,9680
899,7884,Fur ,27,24,29,19,19,15,24,31,20,29,43,68,72,91,83,69,39,19,8,3,0,732
900,7900,Nykøbing M ,551,582,705,849,635,623,687,610,637,765,913,1051,983,990,928,859,500,274,117,28,8,13295
901,7950,Erslev ,153,151,180,234,139,124,171,144,166,187,207,240,259,226,222,166,131,74,38,4,1,3217
902,7960,Karby ,42,40,52,45,14,35,44,40,39,38,46,59,88,73,62,48,41,22,15,3,0,846
903,7970,Redsted M ,27,47,52,36,26,34,38,41,44,42,56,54,68,48,32,36,30,11,4,2,0,728
904,7980,Vils ,61,61,46,49,24,41,54,60,31,36,39,54,50,39,37,20,26,9,3,1,0,741
905,7990,Øster Assels ,38,48,68,47,38,54,54,55,57,54,71,94,93,108,86,64,44,16,9,1,0,1099
906,8000,Aarhus C ,2243,1089,1211,1918,20562,19556,7052,2972,2197,2387,2721,2846,2421,2141,1972,1607,953,526,246,84,10,76714
907,8200,Aarhus N ,1535,1105,1079,1248,6723,6995,3342,1847,1448,1275,1327,1431,1408,1290,933,639,382,181,104,22,3,34317
908,8210,Aarhus V ,1576,1321,1251,1280,3074,3236,2209,1527,1314,1241,1245,1299,1249,1140,916,687,405,208,96,30,1,25305
909,8220,Brabrand ,1227,1218,1278,1417,2260,1884,1420,1194,1184,1184,1179,1107,911,743,723,603,377,207,69,26,7,20218
910,8230,Åbyhøj ,725,686,695,662,1687,1641,1033,832,720,740,678,736,646,592,483,379,190,134,66,15,2,13342
911,8240,Risskov ,1829,1509,1489,1762,3990,3589,2473,1775,1582,1665,1662,1813,1587,1497,1423,1279,723,413,180,43,7,32290
912,8250,Egå ,723,680,656,712,362,364,580,650,641,673,815,815,665,620,670,750,456,289,82,27,5,11235
913,8260,Viby J ,1706,1770,1600,1668,2609,2526,2260,1940,1738,1701,1660,1677,1461,1354,1101,1034,636,358,156,51,9,29015
914,8270,Højbjerg ,1230,1319,1444,1461,1047,943,1256,1330,1391,1465,1622,1692,1459,1377,1156,1003,597,407,172,49,0,22420
915,8300,Odder ,1205,1232,1343,1462,855,739,1224,1229,1227,1459,1567,1733,1567,1456,1420,1260,719,435,170,39,5,22346
916,8305,Samsø ,150,152,174,130,85,97,138,166,181,205,260,327,370,388,319,301,165,109,41,15,2,3775
917,8310,Tranbjerg J ,596,558,502,413,316,380,631,618,537,531,590,634,578,568,525,489,283,142,59,17,2,8969
918,8320,Mårslet ,516,566,488,409,217,151,368,471,485,445,435,395,339,362,312,260,139,78,27,8,0,6471
919,8330,Beder ,258,290,304,307,171,99,228,237,299,266,368,342,359,310,332,303,187,106,38,4,0,4808
920,8340,Malling ,436,406,387,339,195,252,414,402,420,374,388,427,433,390,301,260,147,67,14,3,0,6055
921,8350,Hundslund ,62,65,80,84,57,67,75,50,77,89,102,141,102,100,79,64,32,11,5,0,0,1342
922,8355,Solbjerg ,480,524,427,325,135,165,415,442,447,374,305,258,270,205,229,232,121,74,22,9,0,5459
923,8361,Hasselager ,598,531,457,386,281,392,588,616,515,498,516,615,531,476,363,305,161,76,23,3,2,7933
924,8362,Hørning ,714,719,753,677,297,374,603,726,704,712,656,582,425,405,420,397,239,145,41,9,3,9601
925,8370,Hadsten ,853,797,974,1032,504,558,800,815,868,1080,1002,859,730,628,619,647,357,163,61,18,3,13368
926,8380,Trige ,391,323,290,274,225,314,406,345,325,361,323,280,282,256,213,188,88,38,19,4,0,4945
927,8381,Tilst ,834,735,698,826,1023,1163,1034,768,729,737,826,777,682,548,534,548,290,162,38,9,1,12962
928,8382,Hinnerup ,1124,1086,1127,1106,463,481,946,1003,1057,1148,1030,920,721,675,729,683,377,178,59,9,1,14923
929,8400,Ebeltoft ,360,336,431,479,341,242,353,378,430,573,689,915,937,1084,1022,998,596,295,99,20,2,10580
930,8410,Rønde ,521,479,541,627,331,307,458,499,507,585,612,644,562,552,537,486,277,164,57,21,1,8768
931,8420,Knebel ,137,150,136,167,90,90,124,125,142,202,229,268,286,287,307,286,136,70,41,3,0,3276
932,8444,Balle ,46,63,65,53,41,40,51,71,69,86,69,80,79,83,56,56,22,9,2,1,0,1042
933,8450,Hammel ,462,549,664,745,365,358,518,512,631,793,731,726,580,535,568,521,345,201,74,21,5,9904
934,8462,Harlev J ,367,343,346,324,181,225,329,320,339,361,347,327,246,206,229,237,189,82,23,8,0,5029
935,8464,Galten ,1059,1013,898,902,408,408,924,978,881,1015,922,840,690,607,632,611,297,141,50,11,0,13287
936,8471,Sabro ,430,458,429,386,274,298,470,406,452,396,406,430,338,283,233,180,127,50,24,6,0,6076
937,8472,Sporup ,62,63,63,60,39,47,60,73,76,63,82,87,65,64,40,31,17,7,1,0,0,1000
938,8500,Grenaa ,746,738,847,1329,913,953,998,802,858,993,1221,1471,1336,1252,1231,1134,718,369,177,31,3,18120
939,8520,Lystrup ,765,808,876,824,410,421,734,765,814,877,808,744,634,663,586,549,271,115,41,13,0,11718
940,8530,Hjortshøj ,360,430,496,440,195,154,304,363,435,437,427,377,360,296,266,243,148,72,23,3,0,5829
941,8541,Skødstrup ,738,835,810,677,338,325,638,757,808,808,644,496,455,445,419,419,237,116,39,7,1,10012
942,8543,Hornslet ,560,572,539,566,311,367,553,546,528,557,580,635,486,421,409,408,269,122,42,8,1,8480
943,8544,Mørke ,246,204,257,211,129,168,269,228,226,272,249,302,275,235,166,176,90,51,8,4,0,3766
944,8550,Ryomgård ,244,223,278,293,164,197,262,272,272,317,314,263,257,231,187,191,98,40,19,5,0,4127
945,8560,Kolind ,206,193,234,193,148,150,219,202,205,236,218,303,250,254,183,172,87,44,28,4,0,3529
946,8570,Trustrup ,75,80,81,97,80,88,97,99,96,145,123,167,142,118,104,85,44,29,4,1,0,1755
947,8581,Nimtofte ,51,57,71,67,44,54,85,62,88,93,91,111,81,68,57,48,25,14,8,0,0,1175
948,8585,Glesborg ,81,98,106,142,91,103,127,88,121,157,183,235,229,293,275,211,122,75,32,6,1,2776
949,8586,Ørum Djurs ,77,103,111,88,63,77,85,120,99,122,124,155,142,159,128,80,56,40,11,1,0,1841
950,8592,Anholt ,4,5,12,3,0,2,3,6,8,12,12,15,12,15,17,12,4,0,0,1,0,143
951,8600,Silkeborg ,4745,4022,4137,4709,3445,3938,5116,4240,3888,4617,4785,4981,3972,3801,3610,3346,1833,955,348,94,11,70593
952,8620,Kjellerup ,590,576,708,740,512,620,691,632,708,851,819,882,771,743,645,544,347,184,89,20,6,11678
953,8632,Lemming ,77,77,64,64,47,46,63,76,73,75,81,87,70,64,52,35,17,14,2,1,0,1085
954,8641,Sorring ,108,105,139,106,44,45,86,92,133,141,116,112,103,81,69,46,32,12,6,0,1,1577
955,8643,Ans By ,127,146,181,188,125,150,154,126,159,204,194,222,174,214,175,142,96,58,30,4,0,2869
956,8653,Them ,301,245,262,255,136,157,278,256,253,307,234,267,252,256,235,187,78,50,18,10,1,4038
957,8654,Bryrup ,151,142,147,169,63,88,151,116,165,149,182,208,168,166,159,128,64,32,9,3,1,2461
958,8660,Skanderborg ,1892,1746,1828,2061,1196,1101,1731,1733,1907,2107,2168,2234,1764,1580,1557,1391,706,376,128,43,0,29249
959,8670,Låsby ,146,180,190,168,83,98,158,168,167,230,197,142,138,121,121,100,50,28,9,4,0,2498
960,8680,Ry ,881,897,766,739,313,200,608,811,641,715,746,778,670,666,531,475,255,153,58,20,2,10925
961,8700,Horsens ,4597,4281,4479,4569,5495,5476,5601,4831,4703,5065,5089,5010,4106,3766,3686,3366,1874,1013,370,105,17,77499
962,8721,Daugård ,91,108,111,122,61,70,81,98,95,130,133,150,104,83,83,80,40,29,9,2,0,1680
963,8722,Hedensted ,590,551,601,757,406,466,574,536,577,725,741,737,543,481,465,484,269,131,63,20,2,9719
964,8723,Løsning ,402,452,517,485,297,335,453,442,494,548,533,547,463,394,337,243,141,97,37,14,1,7232
965,8732,Hovedgård ,222,213,245,265,112,138,222,212,246,243,280,248,185,193,148,152,77,55,22,7,2,3487
966,8740,Brædstrup ,436,445,553,554,334,344,485,463,514,575,596,651,530,548,451,434,253,159,58,16,4,8403
967,8751,Gedved ,179,224,229,194,98,96,192,189,270,243,185,183,159,134,138,104,45,19,11,10,0,2902
968,8752,Østbirk ,284,231,286,275,141,223,307,253,265,299,257,307,262,226,185,167,108,57,16,12,0,4161
969,8762,Flemming ,59,48,68,85,37,53,66,72,59,95,79,78,59,56,39,30,10,10,2,1,0,1006
970,8763,Rask Mølle ,94,99,107,125,66,77,107,98,99,114,112,108,109,96,86,71,46,34,19,7,0,1674
971,8765,Klovborg ,44,48,51,38,50,63,65,59,57,62,50,74,57,64,55,44,29,18,10,3,0,941
972,8766,Nørre Snede ,140,128,132,153,102,149,186,151,127,179,184,200,183,161,184,139,98,47,18,1,0,2662
973,8781,Stenderup ,48,55,45,53,34,55,44,50,61,61,75,78,58,58,21,21,6,5,7,0,0,835
974,8783,Hornsyld ,144,146,190,183,127,165,171,183,174,208,211,227,194,155,128,139,77,49,29,7,2,2909
975,8789,Endelave ,0,0,1,2,0,2,0,2,4,8,5,17,27,33,18,17,9,6,0,0,0,151
976,8799,Tunø ,1,0,1,3,0,2,3,0,2,4,4,6,5,3,14,10,10,1,2,0,0,71
977,8800,Viborg ,2593,2762,3244,3727,2862,3083,3136,2860,2993,3432,3348,3564,2946,2823,2593,2415,1431,755,315,92,13,50987
978,8830,Tjele ,455,517,626,574,349,447,537,497,511,605,651,712,612,582,509,398,259,153,52,15,2,9063
979,8831,Løgstrup ,181,193,236,277,96,104,163,179,201,232,236,237,227,221,190,187,103,46,16,4,1,3330
980,8832,Skals ,165,179,212,234,122,155,179,162,197,220,243,302,282,243,221,191,129,61,24,3,0,3524
981,8840,Rødkærsbro ,158,159,214,186,118,138,174,159,196,181,197,210,182,151,140,119,68,18,12,2,0,2782
982,8850,Bjerringbro ,498,575,683,688,465,501,574,600,715,738,856,921,850,742,620,619,391,257,90,24,1,11408
983,8860,Ulstrup ,197,234,238,238,149,185,220,245,248,297,289,331,300,245,198,188,113,77,26,5,1,4024
984,8870,Langå ,503,535,517,508,262,337,524,484,538,594,603,582,489,432,438,383,233,143,35,14,1,8155
985,8881,Thorsø ,146,151,195,168,112,133,159,166,166,222,212,219,172,139,147,124,78,54,15,0,1,2779
986,8882,Fårvang ,106,119,142,123,121,106,152,169,153,175,171,183,170,116,95,79,47,30,6,8,0,2271
987,8883,Gjern ,117,132,138,150,89,52,115,116,149,163,157,165,139,97,108,106,49,30,11,2,2,2087
988,8900,Randers C ,409,360,430,670,1722,1747,1039,714,673,795,798,859,671,609,621,623,377,238,98,30,3,13486
989,8920,Randers NV ,1253,1277,1448,1516,1027,1178,1409,1345,1389,1620,1682,1785,1508,1316,1295,1207,724,366,170,39,2,23556
990,8930,Randers NØ ,1038,959,1029,1139,922,1200,1214,1015,1043,1257,1329,1367,1143,1022,996,977,595,304,123,25,5,18702
991,8940,Randers SV ,480,451,523,490,485,490,557,497,553,600,679,707,551,564,470,499,281,142,41,13,0,9073
992,8950,Ørsted ,115,110,128,124,153,122,137,137,161,178,235,307,285,253,201,185,78,54,11,4,0,2978
993,8960,Randers SØ ,979,931,989,1002,632,714,979,954,917,1122,1154,1121,972,791,800,755,502,238,75,16,4,15647
994,8961,Allingåbro ,196,206,247,232,187,189,265,244,246,268,279,364,318,314,268,212,104,67,28,9,0,4243
995,8963,Auning ,274,263,249,257,194,224,276,254,272,316,284,326,281,293,261,248,152,87,34,6,3,4554
996,8970,Havndal ,141,139,165,186,129,171,192,162,198,244,243,280,248,240,188,157,69,30,13,6,0,3201
997,8981,Spentrup ,241,251,302,284,153,183,240,246,304,333,348,339,251,240,273,248,114,61,13,7,0,4431
998,8983,Gjerlev J ,133,167,227,187,155,153,163,162,201,234,263,237,192,214,164,151,103,48,18,4,0,3176
999,8990,Fårup ,168,155,175,172,95,147,196,151,189,215,203,233,206,204,153,120,65,40,21,8,0,2916
1000,9000,Aalborg ,2930,2563,2648,3454,15613,12514,6031,3684,3418,3587,3610,3987,3337,3026,2797,2672,1722,996,403,118,19,79129
1001,9200,Aalborg SV ,930,750,795,827,542,867,1003,870,831,864,885,797,641,589,522,532,355,184,60,12,2,12858
1002,9210,Aalborg SØ ,966,971,985,880,719,852,933,981,926,935,937,938,868,763,679,672,410,215,85,15,3,14733
1003,9220,Aalborg Øst ,978,777,754,766,2160,2189,1398,973,833,869,864,1007,878,753,641,586,310,145,42,19,1,16943
1004,9230,Svenstrup J ,745,782,805,685,319,439,759,803,802,805,726,731,658,603,546,521,301,130,37,7,1,11205
1005,9240,Nibe ,662,742,845,805,386,505,689,712,830,901,818,963,860,748,729,581,389,195,85,11,1,12457
1006,9260,Gistrup ,454,486,542,475,206,255,387,489,523,473,522,568,514,438,359,323,180,88,32,6,1,7321
1007,9270,Klarup ,426,447,423,323,126,221,369,368,391,373,320,262,237,216,277,308,163,58,23,2,0,5333
1008,9280,Storvorde ,450,407,516,537,234,303,443,481,444,568,549,621,526,500,457,366,240,116,41,7,0,7806
1009,9293,Kongerslev ,103,115,121,163,91,96,120,121,158,147,165,195,167,139,148,121,55,36,17,3,0,2281
1010,9300,Sæby ,499,567,584,631,366,373,530,584,602,694,848,999,979,1046,958,906,539,314,125,23,3,12170
1011,9310,Vodskov ,704,618,610,676,355,487,717,621,701,736,759,762,629,563,603,597,341,193,63,15,2,10752
1012,9320,Hjallerup ,449,432,445,391,173,245,464,424,409,449,405,471,396,402,371,326,172,108,36,9,1,6578
1013,9330,Dronninglund ,437,402,468,480,325,373,488,433,441,492,534,613,544,470,418,377,239,154,50,17,3,7758
1014,9340,Asaa ,63,63,72,103,46,67,93,88,95,137,124,165,146,147,142,125,61,29,14,3,1,1784
1015,9352,Dybvad ,75,81,71,96,67,76,95,98,83,118,132,134,125,87,75,100,49,26,7,6,1,1602
1016,9362,Gandrup ,159,137,185,176,75,112,144,177,159,141,184,206,194,170,134,109,46,26,8,4,0,2546
1017,9370,Hals ,187,216,262,296,185,212,203,231,270,331,403,536,564,566,600,552,290,138,46,12,0,6100
1018,9380,Vestbjerg ,246,246,250,204,66,98,225,232,217,215,192,170,129,137,162,157,88,38,15,1,0,3088
1019,9381,Sulsted ,120,111,160,153,80,86,129,118,126,178,186,190,140,112,119,123,52,28,12,2,1,2226
1020,9382,Tylstrup ,102,95,126,123,87,118,111,113,125,132,154,154,124,95,81,93,57,33,18,3,2,1946
1021,9400,Nørresundby ,1140,1000,978,1111,2007,2420,2029,1444,1308,1403,1391,1606,1494,1271,1186,1083,719,405,155,35,5,24190
1022,9430,Vadum ,342,344,314,294,153,206,349,303,281,348,350,327,239,185,225,293,148,71,27,1,0,4800
1023,9440,Aabybro ,676,708,808,730,368,468,642,670,774,791,728,726,632,561,629,717,365,181,66,17,3,11260
1024,9460,Brovst ,308,332,468,490,296,320,404,395,411,503,516,596,571,544,506,439,253,147,54,11,0,7564
1025,9480,Løkken ,164,161,180,266,136,135,164,163,190,229,319,395,424,421,391,363,180,87,40,13,1,4422
1026,9490,Pandrup ,268,311,325,337,235,294,320,311,333,407,411,518,489,457,418,329,176,103,32,9,3,6086
1027,9492,Blokhus ,21,19,19,44,30,25,16,15,38,54,89,162,153,210,194,213,110,28,16,0,0,1456
1028,9493,Saltum ,59,58,60,68,38,52,65,56,61,78,78,111,113,128,114,77,71,24,12,10,0,1333
1029,9500,Hobro ,1174,1147,1341,1463,1043,1215,1347,1208,1282,1505,1610,1736,1527,1329,1150,1077,604,389,158,36,5,22346
1030,9510,Arden ,252,255,299,294,162,254,280,278,309,290,312,368,324,362,278,219,131,75,32,13,1,4788
1031,9520,Skørping ,327,389,458,466,207,211,368,315,375,476,477,522,467,407,370,318,168,112,35,12,0,6480
1032,9530,Støvring ,1048,913,830,726,321,522,939,891,784,822,714,740,593,616,612,565,289,148,68,11,1,12153
1033,9541,Suldrup ,180,138,176,166,107,138,197,164,142,157,183,215,167,160,138,136,76,43,14,6,0,2703
1034,9550,Mariager ,220,242,306,354,226,220,280,243,282,383,384,474,448,472,429,352,209,99,34,16,2,5675
1035,9560,Hadsund ,429,469,473,561,357,427,490,486,522,624,714,883,931,863,778,778,422,256,86,16,4,10569
1036,9574,Bælum ,48,52,75,88,56,45,56,49,78,78,94,108,95,91,74,74,32,27,16,5,0,1241
1037,9575,Terndrup ,112,115,116,132,65,128,113,111,104,147,128,140,146,139,134,128,82,61,17,6,0,2124
1038,9600,Aars ,701,845,808,813,608,666,816,794,783,868,869,950,918,781,725,665,452,241,98,26,1,13428
1039,9610,Nørager ,230,241,291,260,158,189,288,274,279,250,279,319,255,220,161,171,108,72,32,2,0,4079
1040,9620,Aalestrup ,244,306,286,309,187,271,318,302,309,292,357,407,356,326,313,244,162,101,33,17,2,5142
1041,9631,Gedsted ,63,68,74,79,59,67,71,79,63,87,91,102,103,94,72,70,41,26,12,2,0,1323
1042,9632,Møldrup ,148,152,160,188,97,131,140,143,163,165,193,209,187,165,115,134,82,57,24,6,0,2659
1043,9640,Farsø ,315,376,425,465,336,342,382,359,436,483,528,581,566,534,573,502,277,157,62,16,2,7717
1044,9670,Løgstør ,262,325,413,444,302,300,357,337,375,437,543,635,570,565,544,503,327,147,73,18,3,7480
1045,9681,Ranum ,54,44,65,132,59,85,57,65,59,67,93,118,103,112,84,66,47,26,7,0,0,1343
1046,9690,Fjerritslev ,350,389,398,527,363,370,396,335,386,431,566,596,621,558,479,459,263,147,64,11,2,7711
1047,9700,Brønderslev ,961,982,1237,1287,818,915,1040,985,1080,1240,1231,1357,1202,1122,1026,1004,671,356,160,41,6,18721
1048,9740,Jerslev J ,144,137,128,143,83,135,153,155,148,163,168,177,175,130,107,83,47,46,16,4,0,2342
1049,9750,Østervrå ,138,149,159,138,94,123,170,131,148,163,162,209,195,183,137,129,61,54,32,4,0,2579
1050,9760,Vrå ,285,304,374,341,242,279,322,330,321,333,304,378,342,300,254,226,152,101,32,7,3,5230
1051,9800,Hjørring ,1641,1742,1953,2168,1839,1907,1904,1739,1947,2164,2282,2499,2212,2110,2034,1778,1090,624,252,73,9,33967
1052,9830,Tårs ,159,171,184,199,131,140,161,180,189,186,200,240,259,239,174,171,108,97,39,10,1,3238
1053,9850,Hirtshals ,345,361,404,475,273,368,414,399,373,504,618,828,746,671,612,589,360,183,51,8,6,8588
1054,9870,Sindal ,301,300,385,352,235,313,361,308,380,399,414,500,521,463,388,316,201,132,51,18,1,6339
1055,9881,Bindslev ,87,98,131,135,94,89,89,103,103,175,224,271,233,244,206,182,108,61,34,7,2,2676
1056,9900,Frederikshavn ,1319,1384,1555,1813,1337,1519,1633,1553,1654,1891,1967,2451,2089,1866,1704,1797,1108,573,204,62,10,29489
1057,9940,Læsø ,50,60,66,66,41,59,54,42,57,112,135,160,154,175,189,182,97,65,18,6,1,1789
1058,9970,Strandby ,95,140,151,153,63,86,95,125,119,146,160,209,217,184,164,167,99,53,27,9,0,2462
1059,9981,Jerup ,31,26,37,39,18,34,36,32,43,48,67,90,86,105,87,83,34,10,9,1,0,916
1060,9982,Ålbæk ,47,57,80,62,50,51,59,57,75,112,113,146,165,174,157,193,94,38,13,5,0,1748
1061,9990,Skagen ,249,282,327,333,225,289,321,379,349,415,534,692,678,692,638,617,384,197,68,16,5,7690
1062,9999,Unknown,258,301,276,308,1491,2176,1871,1272,1078,867,812,683,390,170,65,34,12,3,5,0,2,12074
